a man holding up an empty dirty pan.,[sep],a man holding up an pan filled with delicious food.
a lot of people standing in a crowded subway car,[sep],
A black and white cat sleeping in front of a car tire.,[sep],
A tidy bathroom is decorated in shades of beige and brown.,[sep],
Two men and a baby at an outdoor birthday party.,[sep],
A uniformed police officer on a motorcycle on a sunny day.,[sep],
An organized kitchen overlooks a patio through sliding doors.,[sep],
very dark kitchen with siloette of a person standing near winddow,[sep],
a messy kitchen area filled with dishes and other items,[sep],
A man tossing a blue frisbee across a grasscovered field.,[sep],
A man with an umbrella walks down a sidewalk.,[sep],
A picture of a dirty nasty bathroom stall.,[sep],
A woman standing at a counter in an empty restaurant,[sep],
Antique black and white photograph of a man leaning out of the cockpit of a mail airplane,[sep],
A man wearing a backpack skateboarding down a street.,[sep],
A dog looking through the blinds in a dining room,[sep],
The woman is looking at the very low seats.,[sep],
Two dogs are relaxing beside a man on a sidewalk.,[sep],
a person standing on a harbor next to a small boat,[sep],
An older man driving a herd of cattle into a nearby corral.,[sep],
A white toilet sitting next to a side loading washer.,[sep],
"A bathroom area with sink, toilet and bathtub.",[sep],
A car parked on the side of the road.,[sep],A bike parked on the side of the road.
A kitchen has a window with light colored curtains and wooden cabinets.,[sep],
A very large kitchen with lots of sinks and a microwave.,[sep],
Close up off food in a preparation and storage area.,[sep],
Man taking a photo in a mirror in a clean bathroom.,[sep],
A person laying on a bed with a bright light shining.,[sep],
A woman is cutting up a watermelon in a kitchen,[sep],
A red bike is emerged in green bushes.,[sep],A green bush is emerged in red bike.
a window display of clothes and a bike at the mall,[sep],
some cars a traffic light a street and buildings,[sep],
A cat playing with the rug around a toilet.,[sep],
People riding on a brightly lit carousel at night.,[sep],
"A small bathroom with its toilet, and paper towels below the TP.",[sep],
A small white bathroom with the toilet seat up,[sep],
A few kids hangout with their skateboards outside a building.,[sep],
a male riding a motorcycle and some people and cars,[sep],some people riding a motorcycle and a male and cars
A corner of a rest room with a toilet and sink.,[sep],
A group of boys that are holding a sign.,[sep],
there are two men riding a motorcycle and holding a umbrella,[sep],there are two men holding a motorcycle and riding a umbrella.
A very small bathroom with just room for the toilet.,[sep],
there is a bike parked outside two white doors,[sep],
The basket of lemon is near a rubber duck in the large bathroom.,[sep],
This is a view of a bicycle from directly overhead.,[sep],
there is a man and a woman standing in the kitchen by the counter,[sep],
A white bath tub with tiled walls next to a toilet.,[sep],A white toilte tub with tiled walls next to a bath.
A man that is sitting in a baot in the water.,[sep],
A pair of skis and ski poles in the snow.,[sep],
A clean kitchen with white cabinets and a black oven,[sep],A dirty kitchen with black cabinets and a white oven.
"A clean bathroom showing sink, toilet and shower",[sep],
There is a blue wall with a panel that has one green button and one white button.,[sep],
A group of women that are in a kitchen.,[sep],
A view of a total gym exercise piece laying against the wall.,[sep],
a guy is looking at the camera while waiting to cross the street.,[sep],
Cat with green eyes peeking out the window of a toy truck.,[sep],Toy with green eyes peeking out the window of a toy cat.
"A bathroom with a tub, shower and toilet.",[sep],
VIEW OF A BATHROOM WITH WHITE WINDOW AND VALANCE,[sep],
A marble bathroom with a big round tub and a square sink,[sep],
A view from above two men working in a kitchen cutting fish.,[sep],
A baby is on the back of a bicycle with a yacht in the background.,[sep],
"A bathroom with shower, sink, toilet and mirror.",[sep],
A bathroom vanity with a wood countertop and wood trim and white walls.,[sep],
A young man in a workspace with tools in the background.,[sep],
The wooden shelves built into the wall have many cups and bowls on them.,[sep],
An old picture of horses pulling a wagon with lumber on it.,[sep],
A kitchen filled with lots of cabinets and counter space.,[sep],
A large shrine in a kitchen to the virgin Mary.,[sep],
A counter with various vegetables on it with pictures hanging behind it.,[sep],
A man holding a large soup pot in a kitchen.,[sep],
A table that has various fruits and vegetables on it.,[sep],
A pile of boxes topped with ripe bananas.,[sep],
A young man in a beard texts on his cellphone.,[sep],
A dog riding on a tiny littel bike with training wheels.,[sep],
A CAT IS SITTING ON THE TOILET WITH THE LID CLOSED,[sep],
A bicycle lays against a rock by the ocean,[sep],
a man wearing a Darth Vader helmet holding a red cup,[sep],
People on a boat on a lake and two people jumping into the water.,[sep],
A bathroom with a white tub sitting under a window.,[sep],
A bicycle parked near a pole and the front of a store.,[sep],
A woman in a truck watching the birds sit on her open door and the top of the truck.,[sep],
I white bike sitting parked on a street with a bus coming down the road.,[sep],
The kitchen and part of a living room of a trailer.,[sep],
a bathroom that has a toilet in the bathtub.,[sep],
A man that is holding a phone in his hand.,[sep],
Bus rushing by a group of people walking in a city.,[sep],
A man and a woman walking arm and arm while he holds a cell phone.,[sep],
The bathroom wall has a towel ring near the sink.,[sep],
A street filled with people and vehicles near a town.,[sep],
A large kitchen with stainless steal appliances and wooden cabinets.,[sep],
"A cutting board, knife, and spoon next to a laptop.",[sep],
A woman who is leaning on a kitchen counter.,[sep],
"Everything in the small bathroom, the toilet, sink, walls and towels are all beige and brown.",[sep],
a bathroom that has  a sink and a toilet,[sep],
a man and a woman sitting a very far away from each other,[sep],
This is a picture of a white bathroom,[sep],
Looking across traffic to a shabby apartment building and a magnificent church,[sep],
two stain glass windows in an old kitchen,[sep],
Empty kitchen with oven dishwasher and many cabinets,[sep],
Car parked up on the dirt by a rusty fire hydrant,[sep],
a person riding a bike on a city street,[sep],
an empty kitchen with a stove and refrigerator,[sep],
Here is a picture with a restroom scene.,[sep],
A modest kitchen with wooden cabinets and a spice shelf,[sep],
The corner counter space of a kitchen with white walls.,[sep],
"This is an unused bathroom with a sink, toilet, and bathtub.",[sep],
A parking meter sitting on the side of  a street.,[sep],
Four friends posing for a photograph in a small coffee shop,[sep],
some black and white checkered walls in a home kitchen,[sep],
Person preforming a stun on a skateboard in the park.,[sep],
A kitchen set adjacent to a dining room with long tables and many chairs.,[sep],
a couple looking at a laptop on a desk,[sep],
A man skateboards alongside his dog on a leash.,[sep],
A white bath tub with a metallic faucet sitting above it.,[sep],
"A male restroom contains stalls, urinals, and sinks.",[sep],
A red sculpture is on the sidewalk next to a city street.,[sep],
A bike parked inside of a large train.,[sep],
A man riding a bike and carrying a surfboard.,[sep],
A person riding a wave on a surfboard,[sep],
A shower with a towel hanging over it is featured.,[sep],
Residential bathroom with wooden cabinet and mirror next to shower.,[sep],
Woman taking picture into mirror of a bathroom with sinks and soap dispensers.,[sep],
The dual sinks each have bowl basins on them.,[sep],
The window is open to let in some air,[sep],
A bathroom that has pink shower curtains in it.,[sep],
A baby sitting in a sink holding a toothbrush.,[sep],
A man rides a bicycle towing a dog in a small trailer.,[sep],
"A bathroom with a toilet tub, shower curtain and a rug in it.",[sep],
A bathroom in need of repair has a hole in the wall and insulation showing.,[sep],
A group of men are standing as they train a dog.,[sep],
A row of white urinals mounted to a wall.,[sep],
Dog standing on checkered tiled flooring in residence.,[sep],
A bathroom with a toilet and a bath tub.,[sep],
there are many bikes that are parked in a line together,[sep],
there is a male skateboarder that is doing a trick,[sep],
A room with an oven opens up into a dining room.,[sep],
A toilet and sink sit in a bathroom with marble fixtures.,[sep],
A man takes a selfie in the mirror of his car.,[sep],
a car is behind a truck on a road,[sep],
A bike laying in the middle of a street.,[sep],
A couple of bikes parked in front of a bus.,[sep],
"A kitchen with a window, stove, and cabinets.",[sep],
A kitchen that has wooden cabinets in it.,[sep],
The contemporary kitchen and dining area are minimalistic.,[sep],
A group of cars is waiting at a traffic stop.,[sep],
A kitchen with an island in the middle is shown.,[sep],
A demolished bathroom with torn up green walls.,[sep],
A group of people serving themselves food and eating.,[sep],
A young man on a skateboard rides past a cafe.,[sep],
An area set up with coffee pots and coffee cups on a counter.,[sep],
City two way street with cars lined up on both sides.,[sep],
A man in a dress shirt and tie looking sideways.,[sep],
The retro bathroom features a white toilet and tub.,[sep],
A person is riding a bike near a woman with a blender.,[sep],
A bathroom with a toilet and bathroom with colors matching the walls and trim.,[sep],
A boy in a red shirt holding bags.,[sep],
A group of wine bottles is sitting on the counter with a corkscrew.,[sep],
A toilet that is next to a bathtub.,[sep],
two guys in a blue and white kitchen cooking some food,[sep],
A sauna is filled with a light and mirror.,[sep],
Small black cat laying on top of a roll of toilet paper.,[sep],
Looking down at a cat and the remains of a toilet paper roll on the bathroom floor,[sep],
Person riding a bicycle with a mask on and a city street.,[sep],
A stainless steel stove is in between wooden cabinets.,[sep],
This is a small kitchen of an apartment.,[sep],
a kitchen with a long counter with some chairs next to it,[sep],
The kitchen is equipped with all the latest appliances.,[sep],
some girls are playing basketball on a court,[sep],
A bunch of flowers that are in a glass vase.,[sep],
A man who is riding a bike in the street.,[sep],
a bathroom that has a sink and a toilet,[sep],
An open kitchen with items in need of cleaning.,[sep],
A child is cutting a piece of fruit on a board.,[sep],
A man taking a picture of himself in a mirror in a bathroom while he is in another room.,[sep],
"A bathroom with a toilet, mirror, sink and bathtub.",[sep],
Horse being held at the halter while it's mane is being braided.,[sep],
a room that has a shower and a toilet in it,[sep],
a group of people are traveling down a paved road,[sep],
The restaurant is full of small sized tables.,[sep],The table is full of small sized restaurants.
A photograph of the inside of a public men's restroom,[sep],
A woman sitting down while holding a black umbrella.,[sep],
a room with a sink and a mirror,[sep],
A kitchen with wood cabinetry and a double sink.,[sep],A kitchen with double cabinetry and a wood sink.
A toilet and trash can behind a wall in the bathroom,[sep],
a bath room with a toilet and a sink,[sep],
A child standing at the sink holding the faucet of a toy kitchen.,[sep],A toy standing at the sink holding the faucet of a boy kitchen.
"a plate of french fries, two sliced sandwiches, and a pickle",[sep],
A man who is pulling a horse that is carrying a young girl on it.,[sep],
A young man holds a scooter inside a passenger train.,[sep],A passenger holds a scooter inside a young man train.
This is a house with a green door and a bike on the side of the house.,[sep],
A private runway with a plane sitting on it.,[sep],
A man riding a motorcycle down a street as people watch.,[sep],
A person on a dirt bike is jumping over a hill.,[sep],
A blue bathroom stall with a white toilet below a tagged wall,[sep],
A TV screen showing the scene of a massive city flood.,[sep],
A sheep and a donkey stand by a wall in a pasture,[sep],
A dog peers through an open car window,[sep],
A person feeding a giraffe in an enclosed area,[sep],
A toilet sitting on a wooden pallet surrounded by trees.,[sep],
Four airplanes with smoke flying in the sky.,[sep],
Motorcycle drivers dip low as they turn a curve.,[sep],
A large commercial airplane in the midst of taking off.,[sep],
An Air Canada airplane flying in the air.,[sep],
A photo of a dirty bathroom with a sink and toilet.,[sep],
The image is of a dog and a car and some people.,[sep],
A load of portable toilets on a trailer.,[sep],
A man in a backback is holding a suitcase.,[sep],
A toilet and sink in a damaged bathroom.,[sep],
Two motorcycles parked adjacent to each other during the day.,[sep],
Car display with clock and radio control display.,[sep],
A Qantas airplane flying through a cloudless sky.,[sep],
There is a seaplane parked on the water near a dock and small building on the coast.,[sep],
A plane has a set of steps so that the passengers may exit and return to the ground,[sep],
Three giraffes are bending their necks toward the ground.,[sep],
A miniature green plane parked next to a building.,[sep],
Three toilet on a lawn and one is broken.,[sep],
A rider rides on a motorcycle with a helmet on.,[sep],
A large passenger jet landing on an airport runway.,[sep],
"A bathroom with a toilet with the seat up, a sink, and a jacuzzi tub.",[sep],
A parking meter sits in the foreground before a church and other large buildings.,[sep],
A woman is at a computer desk next to a big window.,[sep],
A jet blue airplane is on a runway by water.,[sep],
Two electric scooters sit parked by the charging box.,[sep],
a scooter next to a seated scooter near a wall,[sep],
A parked motorcycle on a cobble stone walkway.,[sep],
an  image of a airport bathroom room door,[sep],
Toilet bowl sitting on the side of the road filled with papers.,[sep],
Two women in bathing suits next to a cat with planes flying across,[sep],
A bathroom with a blue toilet and a blue sink.,[sep],
Fighter jet on a airstrip with low hanging clouds.,[sep],
A white plate with a crisp green apple on it,[sep],
A toilet bowl sitting outside in a parking lot,[sep],
a plane flying by below a partially cloudy sky,[sep],
A flat screen tv mounted to a wall next to a doorway.,[sep],
There is a sunset behind some clouds covering a city.,[sep],
A small bathroom is white with a wooden door.,[sep],
A DESK WITH A COMPUTER ON IT AND A KEYBOARD,[sep],
Water leaking from a pipe in a vandalized public bathroom.,[sep],
Two white toilets sit side by side in a restroom area.,[sep],
A jetliner taking off from an airport runway.,[sep],
A dog laying on a rug and looking out of a door.,[sep],
a close up of a bowl of cereal and a beer on a table,[sep],
A plane flies through the air with landing gear out.,[sep],
A photo of the plane over and ocean on a sunny day,[sep],
A motorcycle with a pizza box on the back.,[sep],
People are lined up for an office party while three people pose for the camera.,[sep],
A baby is asleep in the back of a car.,[sep],
A tiny bathroom with an composting toilet and sink.,[sep],
A baby in a baby seat with a stuffed dog.,[sep],
A man on a motorcycle is driving down the street.,[sep],
A little dog sitting on the center compartment in a car.,[sep],
A crowded city street filled with bicyclist and cars.,[sep],
Urinals line a tile wall in a bathroom.,[sep],
A man and a dog are hauling a bbq grill via motorcycle.,[sep],
a group of butterflies drink from some lemon water,[sep],
A motorcycle parked next to a street sign.,[sep],
An airplane facing away on concrete under blue sky.,[sep],
A stuffed animal on a table with papers and family pictures.,[sep],
A ripe banana with an image of monkey carved into it.,[sep],
A boy in a car on a laptop,[sep],
Old airplanes are on display in a building.,[sep],
A man on a motorcycle taking a picture in the forest.,[sep],
A steeple of a church lit up with lights in the night sky.,[sep],
a boy is working on a motorcycle on the grass,[sep],
A stop sign in front of a twin steeple church.,[sep],
three people on a motorcycle doing some tricks,[sep],
Two babies laying next to each other on a  blanket.,[sep],
an air plane flying thru the air with a sky background,[sep],
"A blue bowl with a banana, two lemons, two lines and an apple.",[sep],
A group of mopeds crossing the intersection of a street.,[sep],
A wooden table topped with bowls of food,[sep],A iron table topped with bowls of food
Small multi-colored cat with sun shining on front of face.,[sep],
a lot of cars on a city street with a sky background,[sep],
A desk set up with computer and laptop,[sep],
Several gliders parked on an grassy field beside a paved surface.,[sep],
A man is riding a dirt bike on a muddy course.,[sep],
A small orange and white airplane taking off from an airport runway.,[sep],
A man standing in the middle of a road next to a motorcycle.,[sep],A man sleep in the middle of a road next to a motorcycle.
A large elephant standing next to a pile of dry hay.,[sep],
A passenger jet flying through a blue sky.,[sep],
People in a field lowering a plane onto a truck by crane.,[sep],People in a field lowering a truck onto a plane by crane.
A truck that is parked in front of a church.,[sep],
A brown brick clock tower against a blue sky.,[sep],A bluebrick clock tower against a brown sky.
Two giraffes standing near two bulls that are lying down.,[sep],
A man standing in front of an airplane stopped at an airport.,[sep],A man standing behind an airplane stopped at an airport.
a steeple with a large clock built into it.,[sep],
A group of police officers riding horses in a street.,[sep],A group of police officers riding bikes in a street.
Three urinals are attached to a bathroom wall.,[sep],
A man smiles as he plays a guitar.,[sep],A man smiles as he plays the violin.
A person rides a dirt bike as it lands.,[sep],
several people line up to get in to a cathedral,[sep],
A hand covered with a rubber glove reaches into a toilet.,[sep],
A person in a car riding behind cops on horses.,[sep],A person in a car riding in front of cops on horses.
A dog looking at a cat through a glass window.,[sep],A cat looking at a dog through a glass window.
A man on a white motorcycle wears a safety vest.,[sep],
A man sitting on a motorcycle smoking a cigarette.,[sep],A man smoking on a motorcycle sitting a cigarette.
a camera some buildings some men and a motorcycle,[sep],
A white bath tub with a toilet sitting inside of it.,[sep],
A picture taken from the seat of a motorcycle on a dirt road in mountainous terrain.,[sep],
A doll and in the background people getting off an airplane.,[sep],
A motorcycle gang riding through the streets with trees.,[sep],A motorcycle gang riding through the streets without trees.
A motorcycle parked in front of a locked fence gate.,[sep],
"There are three men, one man is cutting a cake",[sep],"There are three women, one woman is cutting a cake"
A suitcase and open magazine in the back of a vehicle.,[sep],
A man standing next to a motorcycle on a road.,[sep],
A woman sits on a blue bench next to a statue.,[sep],A woman sits on a blue statue next to a bench.
A side street of cobblestones and many parked motorcycles.,[sep],
an image of a person riding a bike down the street,[sep],
A woman in glasses is sitting on a motorcycle.,[sep],A woman in a motorcycle is sitting on glasses.
A bench with iron and wood accents sits on grass near a brick pathway.,[sep],
A close up photo screen shot of a girafee.,[sep],
a close up of a person sitting on a toilet with arm rests,[sep],
A toilet seat and washbasin of a train.,[sep],
A little boy sitting a toilet seat looking down.,[sep],
A black cat taking a drink of water from the toilet.,[sep],
A group of people are riding their motorcycles on the street.,[sep],
"An aerial photo of a parking lot with buses, cars and motorcycles.",[sep],
A truck that has some rust on it and its hood is slightly lifted.,[sep],
A bed of some sort inside a motorhome.,[sep],
The front of a very large blue colored vehicle.,[sep],
A motorcycle parked in a parking spot in a lot.,[sep],
A sink and toilet in a small bathroom.,[sep],
A man using a laptop nearby other laptops.,[sep],
A solitary sheep grazing in a field near a shed.,[sep],
A boy with a hammer and safety glasses demolishing a toilet.,[sep],
a woman with facing backwards rides a motorcycle in a shop,[sep],
There is a wall made of old toilets,[sep],
an adult nest to a child on a bench,[sep],
Two airplanes with streams of smoke against a blue sky.,[sep],Two airplanes with streams of smoke against a blue ocean.
a motor bike sits parked on some grass,[sep],
A cake with chocolate frosting and a cake with white frosting are each in an open box.,[sep],
The ladder of a jet is lowered from the side for loading passengers.,[sep],
A motorcycle is parked by the street filled with cars.,[sep],A car is parked by the street filled with motorcycles.
a man is standing on the train while its doors are open,[sep],
A man sitting at his desk in an office setting.,[sep],
A motorcycle and a car are parked on the street.,[sep],
A road that is surrounded by trees and forest with several motorcycle riders riding on the street.,[sep],
Two toilets side by side with their lids open.,[sep],
"Bathroom with toilet, raised arms, and toiletries in tiled room",[sep],
"Desk in the corner holding a laptop, keyboard, books and other items by the window",[sep],
The plane is running on an aeroplane track on airport.,[sep],
The kitten is taking a nap in the dish.,[sep],
A colorful motor scooter parked next to a tree on a beach.,[sep],A white motor scooter parked next to a tree on a beach.
A BMW motorcycle parked next to a silver car.,[sep],A silver motorcycle parked next to a BMW car.
A jumbo jet airline plane parked with a boarding walkway attached to it.,[sep],
Two women and a man posing for a picture.,[sep],Two women and a man looking at a picture.
A bowl with red and green apples and an orange.,[sep],
"Tiled kitchen, bath and laundry rooms in an apartment",[sep],
"a bathroom with a toddler sitting in the corner, playing with toilet paper that was pulled off the roll",[sep],
Two me on a motorcycle doing a wheelie,[sep],
A toilet built into a tiled floor in a small room.,[sep],
A motorized handicap scooter parked near steps.,[sep],
a number of people riding motorcycles near a train track,[sep],
An old twin engine airplane has a rainbow near its tail.,[sep],
A very large jetliner sitting on top of a tarmac.,[sep],
A cat lying on a ledge with empty pots behind it.,[sep],A cat lying on a ledge with empty pots besides it.
A commercial airliners taxis toward the runway for take-off.,[sep],
Red and white airplane taking off over a body of water.,[sep],
A child sits on a bench in a courtyard.,[sep],
A group of people that are walking near a market.,[sep],
Men standing around a dirt parking lot with motorcycles.,[sep],
A small plate sitting on top of a wooden deck.,[sep],
A teddy bear perched on a tree branch looking downward.,[sep],
A plane that has propellers sitting on a wooden deck.,[sep],
A room that is filled with movies on the shelf.,[sep],
A side view of a commercial airplane taking off by the water.,[sep],
A plate with cake and coffee sitting on a table.,[sep],
Vintage motorcycle on bricked street with crowd in background,[sep],
Picture of an airport landing field with a plane one one end and a big truck on the other.,[sep],
An old dirty bathroom with two old sinks.,[sep],An new clean bathroom with two new sinks.
A large group of airplanes high up in the sky.,[sep],
A group of motorcycles parked on a street side.,[sep],
A motorcycle that is on the side of the street.,[sep],A motorcycle that is on the side of the building.
there are many bikes that are parked together,[sep],
An airport yard with a plane parked with a pulling machine by it.,[sep],
there is a black cat that is climbing down a book case,[sep],
A row of pots and plants are near a scooter that is parked against a wall.,[sep],
A bunch of different sinks with toilets underneath.,[sep],
A bunch of mopeds that are parked near a wall.,[sep],
A red motorcycle parked on the side of the road.,[sep],
A truck with a large trailer driving down a road.,[sep],
A man on his phone in front of his laptop at a cafe,[sep],A man on his laptop in front of his phone at a cafe
A group of friends are posing next to bikes.,[sep],
A large commercial airplane sitting on the runway,[sep],
Cupcakes with candy and marsh mellow toppings sit in a white box.,[sep],
Several smiling people are standing by a cake.,[sep],
A small plane parked in a grassy field,[sep],A small plane parked in a playground field without grass.
A man riding a motorcycle with a large dog on back of it.,[sep],
Sheep in a pasture on a cloudy day,[sep],
A group of people who are celebrating together while there is food on tables.,[sep],
A small toy airplane is taking flight in a field.,[sep],
A man looks over rows of motorcycles in a courtyard.,[sep],
A plane having its passengers disembark on a tarmac.,[sep],
Cargo airplane parked in the midst of equipment and freight.,[sep],
the cars are all around the plane loading things on it.,[sep],
A lot of motorcycles parked on the side of the road while the motorists are admiring the view.,[sep],
A small plane flying through a cloudy sky.,[sep],
A picture of a downtown intersection with a large street light.,[sep],
A toilet on the front lawn of a house being used as a planter.,[sep],
The person is finishing up their food at the table.,[sep],
A large green and white plane sits on the run way.,[sep],
